Name,Price,Offer,PreviousPrice,Retailer,DateScraped
A Winter's Tale Amontillado Sherry (75 Centiliter),12.50,"WAS 14.49, NOW 12.50, SAVE 1.99",14.49,SuperValu,20190627
Abellio Albarino (75 Centiliter),10.00,"WAS 14.99, NOW 10.00, SAVE 4.99",14.99,SuperValu,20190627
Alterra Special Reserve Cabernet Sauvignon (75 Centiliter),7.99,"WAS 15.99, NOW 7.99, SAVE 8.00",15.99,SuperValu,20190627
Alterra Special Reserve Chardonnay (75 Centiliter),7.99,"WAS 15.99, NOW 7.99, SAVE 8.00",15.99,SuperValu,20190627
Barossa Valley Estate Grenache Shiraz Mourvedre (75 Centiliter),13.00,"WAS 16.99, NOW 13.00, SAVE 3.99",16.99,SuperValu,20190627
Beamish Draught Stout (500 Millilitre),2.02,,,SuperValu,20190627
Birra Moretti 4 Pack Bottle (330 Millilitre),7.00,"WAS 7.50, NOW 7.00, SAVE 0.50",7.50,SuperValu,20190627
Budweiser Bottle 20 Pack (300 Millilitre),14.00,"WAS 18.00, NOW 14.00, SAVE 4.00",18.00,SuperValu,20190627
Budweiser Can 12 Pack (500 Millilitre),12.00,"WAS 18.00, NOW 12.00, SAVE 6.00",18.00,SuperValu,20190627
Budweiser Cans 8 Pack (500 Millilitre),10.00,"WAS 12.00, NOW 10.00, SAVE 2.00",12.00,SuperValu,20190627
9 White Deer Brewery Stag Saor Kolsch Style (500 Millilitre),3.59,,,SuperValu,20190627
Blacks 1601 Lager (500 Millilitre),3.29,,,SuperValu,20190627
Blacks Kinsales Pale Ale (500 Millilitre),3.39,,,SuperValu,20190627
Blacks Marching Powder IPA (500 Millilitre),3.29,,,SuperValu,20190627
Brewdog Punk Ipa Can (330 Millilitre),2.77,,,SuperValu,20190627
Bulmers Bottle's 20 Pack (300 Millilitre),18.00,"WAS 20.00, NOW 18.00, SAVE 2.00",20.00,SuperValu,20190627
Bulmers Can 12 Pack (500 Millilitre),12.00,"WAS 18.00, NOW 12.00, SAVE 6.00",18.00,SuperValu,20190627
Druids Celtic Cider Can 8 Pack (500 Millilitre),11.00,"WAS 13.00, NOW 11.00, SAVE 2.00",13.00,SuperValu,20190627
Kopparberg Mixed Fruit Cider Can (500 Millilitre),3.69,,,SuperValu,20190627
Stonehouse Cider Can (500 Millilitre),1.64,,,SuperValu,20190627
Absolut Citron (70 Centiliter),20.50,"WAS 26.30, NOW 20.50, SAVE 5.80",26.30,SuperValu,20190627
Absolut Raspberri (70 Centiliter),20.50,"WAS 26.30, NOW 20.50, SAVE 5.80",26.30,SuperValu,20190627
