Name,Price,Offer,PreviousPrice,Retailer,DateScraped
Abellio Albarino (75 Centiliter),10.00,"WAS 14.99, NOW 10.00, SAVE 4.99",14.99,SuperValu,20190428
Albert Glas Pinot Noir Qba Brown Label (75 Centiliter),12.00,"WAS 14.99, NOW 12.00, SAVE 2.99",14.99,SuperValu,20190428
Albert Glas Riesling Qba Brown Label (75 Centiliter),12.00,"WAS 14.99, NOW 12.00, SAVE 2.99",14.99,SuperValu,20190428
Aresti Trisquel Sauvignon Blanc (75 Centiliter),12.00,"WAS 15.99, NOW 12.00, SAVE 3.99",15.99,SuperValu,20190428
Aresti Trisquel Syrah (75 Centiliter),12.00,"WAS 15.99, NOW 12.00, SAVE 3.99",15.99,SuperValu,20190428
Beamish Draught Stout (500 Millilitre),2.02,,,SuperValu,20190428
Birra Moretti 4 Pack Bottle (330 Millilitre),7.00,"WAS 7.50, NOW 7.00, SAVE 0.50",7.50,SuperValu,20190428
Carling Can (500 Millilitre),1.59,,,SuperValu,20190428
Carlsberg Can (500 Millilitre),2.29,,,SuperValu,20190428
Franciscan Well Archway Lager 4 Pack (330 Millilitre),7.00,"WAS 8.00, NOW 7.00, SAVE 1.00",8.00,SuperValu,20190428
9 White Deer Brewery Stag Saor Kolsch Style (500 Millilitre),3.59,,,SuperValu,20190428
Blacks 1601 Lager (500 Millilitre),3.29,,,SuperValu,20190428
Blacks Kinsales Pale Ale (500 Millilitre),3.39,,,SuperValu,20190428
Blacks Marching Powder IPA (500 Millilitre),3.29,,,SuperValu,20190428
Brewdog Dead Pony Club Bottle (330 Millilitre),2.80,,,SuperValu,20190428
Druids Celtic Cider Can 8 Pack (500 Millilitre),10.00,"WAS 13.00, NOW 10.00, SAVE 3.00",13.00,SuperValu,20190428
Kopparberg Mixed Fruit Non-alcoholic Bottle (500 Millilitre),1.79,,,SuperValu,20190428
Outcider Can By Bulmers (500 Millilitre),2.20,,,SuperValu,20190428
Rekorderlig Strawberry & Lime Cider (500 Millilitre),3.84,,,SuperValu,20190428
Rekorderlig Wildberries Cider (500 Millilitre),3.39,,,SuperValu,20190428
