Name,Price,Offer,PreviousPrice,Retailer,DateScraped
A Winter's Tale Amontillado Sherry (75 cl),12.50,"WAS 14.25, NOW 12.50, SAVE 1.75",14.25,SuperValu,20201117
Armas De Guerra Mencia Joven (75 cl),7.87,"WAS 11.80, NOW 7.87, SAVE 3.93",11.80,SuperValu,20201117
Barossa Ink Shiraz (75 cl),13.00,"WAS 14.76, NOW 13.00, SAVE 1.76",14.76,SuperValu,20201117
Beaujolais Villages Andre Goichot (75 cl),10.00,"WAS 12.78, NOW 10.00, SAVE 2.78",12.78,SuperValu,20201117
Blossom Hill Cabernet Sauvignon (75 cl),8.85,"WAS 10.81, NOW 8.85, SAVE 1.96",10.81,SuperValu,20201117
Birra Moretti Bottle (660 ml),3.44,,,SuperValu,20201117
Budweiser Can (500 ml),2.45,,,SuperValu,20201117
Budweiser Special Can 24 Pack (500 ml),25.00,"WAS 27.05, NOW 25.00, SAVE 2.05",27.05,SuperValu,20201117
Carling Can (500 ml),1.62,,,SuperValu,20201117
Carling Cans 8 Pack (500 ml),9.35,"WAS 10.50, NOW 9.35, SAVE 1.15",10.50,SuperValu,20201117
8D Citra Single Hop Ipa (440 ml),3.64,,,SuperValu,20201117
8d Howling Gale Irish Pale Ale (440 ml),3.44,,,SuperValu,20201117
8d Seisiun Ipa (440 ml),3.44,,,SuperValu,20201117
9 White Deer Brewery Stag Saor Kolsch Style (500 ml),3.53,,,SuperValu,20201117
Asahi Super Dry (620 ml),3.79,,,SuperValu,20201117
Bulmers Cans 8 Pack (500 ml),12.30,"WAS 13.77, NOW 12.30, SAVE 1.47",13.77,SuperValu,20201117
Bulmers Light 8 Pack Cans (500 ml),12.30,"WAS 13.77, NOW 12.30, SAVE 1.47",13.77,SuperValu,20201117
Druids Celtic Cider Can 8 Pack (500 ml),10.82,"WAS 12.79, NOW 10.82, SAVE 1.97",12.79,SuperValu,20201117
Kopparberg Apple Rose Bottle (500 ml),3.39,,,SuperValu,20201117
Kopparberg Mixed Fruit 4% Bottle (500 ml),3.39,,,SuperValu,20201117
Absolut Citron (70 cl),20.66,"WAS 25.87, NOW 20.66, SAVE 5.21",25.87,SuperValu,20201117
Absolut Grapefruit (70 cl),20.66,"WAS 25.58, NOW 20.66, SAVE 4.92",25.58,SuperValu,20201117
Absolut Raspberri (70 cl),20.66,"WAS 25.87, NOW 20.66, SAVE 5.21",25.87,SuperValu,20201117
Absolut Standard (70 cl),20.66,"WAS 27.40, NOW 20.66, SAVE 6.74",27.40,SuperValu,20201117
Absolut Vanilla (70 cl),20.66,"WAS 25.58, NOW 20.66, SAVE 4.92",25.58,SuperValu,20201117
Ceder's Crisp Non Alcoholic (50 cl),19.67,"WAS 24.59, NOW 19.67, SAVE 4.92",24.59,SuperValu,20201117
