Name,Price,Offer,PreviousPrice,Retailer,DateScraped
19 Crimes Red Blend (75 cl),10.00,"WAS 14.75, NOW 10.00, SAVE 4.75",14.75,SuperValu,20210126
19 Crimes Sauv Block (75 cl),10.00,"WAS 14.75, NOW 10.00, SAVE 4.75",14.75,SuperValu,20210126
Abellio Albarino (75 cl),10.00,"WAS 13.76, NOW 10.00, SAVE 3.76",13.76,SuperValu,20210126
Albert Glas Riesling Brown Label (75 cl),12.00,"WAS 14.75, NOW 12.00, SAVE 2.75",14.75,SuperValu,20210126
Alterra Special Reserve Chardonnay (75 cl),7.00,"WAS 15.73, NOW 7.00, SAVE 8.73",15.73,SuperValu,20210126
Carling Lager Cans 8 Pack (500 ml),9.35,"WAS 10.50, NOW 9.35, SAVE 1.15",10.50,SuperValu,20210126
Coors Light Cans 8 Pack (500 ml),12.30,"WAS 14.26, NOW 12.30, SAVE 1.96",14.26,SuperValu,20210126
Guinness Draught Stout Cans 8 Pack (500 ml),12.30,"WAS 14.26, NOW 12.30, SAVE 1.96",14.26,SuperValu,20210126
Heineken Lager Cans 8 Pack (500 ml),12.30,"WAS 14.26, NOW 12.30, SAVE 1.96",14.26,SuperValu,20210126
Hufi 4 Pack (500 ml),6.89,"WAS 7.38, NOW 6.89, SAVE 0.49",7.38,SuperValu,20210126
5 Lamps Nrb Lager (500 ml),2.46,"WAS 3.00, NOW 2.46, SAVE 0.54",3.00,SuperValu,20210126
5 Lamps Pale Ale (500 ml),2.46,"WAS 3.00, NOW 2.46, SAVE 0.54",3.00,SuperValu,20210126
Asahi Super Dry 4pk (330 ml),6.89,"WAS 7.87, NOW 6.89, SAVE 0.98",7.87,SuperValu,20210126
Asahi Super Dry Beer (620 ml),3.00,,,SuperValu,20210126
Hallows & Fentimans Alcoholic Ginger Beer (500 ml),3.50,"WAS 3.99, NOW 3.50, SAVE 0.49",3.99,SuperValu,20210126
Appleman's Cider Cans 8 Pack (500 ml),12.30,"WAS 12.79, NOW 12.30, SAVE 0.49",12.79,SuperValu,20210126
Bulmers Light Irish Cider Cans 8 Pack (500 ml),12.30,"WAS 13.77, NOW 12.30, SAVE 1.47",13.77,SuperValu,20210126
Druids Celtic Cider Cans 8 Pack (500 ml),10.82,"WAS 12.79, NOW 10.82, SAVE 1.97",12.79,SuperValu,20210126
Kopparberg Apple Rose Bottle (500 ml),3.00,"WAS 3.39, NOW 3.00, SAVE 0.39",3.39,SuperValu,20210126
Kopparberg Strawberry & Lime (500 ml),2.50,"WAS 3.39, NOW 2.50, SAVE 0.89",3.39,SuperValu,20210126
Absolut Citron Vodka (70 cl),20.66,"WAS 25.87, NOW 20.66, SAVE 5.21",25.87,SuperValu,20210126
Absolut Raspberri Vodka (70 cl),20.66,"WAS 25.87, NOW 20.66, SAVE 5.21",25.87,SuperValu,20210126
Absolut Vodka (70 cl),21.00,"WAS 27.40, NOW 21.00, SAVE 6.40",27.40,SuperValu,20210126
Absolut Vodka Vanilla (70 cl),20.66,"WAS 25.58, NOW 20.66, SAVE 4.92",25.58,SuperValu,20210126
Bacardi Carta Blanca Rum (70 cl),22.00,"WAS 26.06, NOW 22.00, SAVE 4.06",26.06,SuperValu,20210126
Brewdog Punk Alcohol Free 4 Pack Can (330 ml),5.90,"WAS 6.89, NOW 5.90, SAVE 0.99",6.89,SuperValu,20210126
Lyre's American Malt Non-Alcoholic Spirits (700 ml),23.50,"WAS 26.00, NOW 23.50, SAVE 2.50",26.00,SuperValu,20210126
Lyre's Dry London Non-Alcoholic Spirit (700 ml),23.50,"WAS 26.00, NOW 23.50, SAVE 2.50",26.00,SuperValu,20210126
