Name,Price,Offer,PreviousPrice,Retailer,DateScraped
Alterra Special Reserve Chardonnay (75 Centilitre),7.99,"WAS 15.99, NOW 7.99, SAVE 8.00",15.99,SuperValu,20200825
Altos De Lapuebla Reserva Magnum (1.5 Litre),25.00,"WAS 35.00, NOW 25.00, SAVE 10.00",35.00,SuperValu,20200825
Annelise PInot Grigio (75 Centilitre),9.00,"WAS 11.99, NOW 9.00, SAVE 2.99",11.99,SuperValu,20200825
Aresti Bellavista Merlot 75cl (75 Centilitre),8.00,"WAS 12.99, NOW 8.00, SAVE 4.99",12.99,SuperValu,20200825
Aresti Fathers Selection Gifting Magnum (1.5 Litre),35.00,"WAS 49.99, NOW 35.00, SAVE 14.99",49.99,SuperValu,20200825
Budweiser Can (500 Millilitre),2.49,,,SuperValu,20200825
Carling 10pack Can (440 Millilitre),10.00,"WAS 12.00, NOW 10.00, SAVE 2.00",12.00,SuperValu,20200825
Carling Can (500 Millilitre),1.65,,,SuperValu,20200825
Carlsberg 0.0% 4 Pack (330 Millilitre),5.00,"WAS 7.00, NOW 5.00, SAVE 2.00",7.00,SuperValu,20200825
Carlsberg Lager Can (500 Millilitre),2.39,,,SuperValu,20200825
12 Acres Pale Ale (500 Millilitre),3.29,,,SuperValu,20200825
12 Acres Single Malt Lager (500 Millilitre),3.29,,,SuperValu,20200825
8D Citra Single Hop Ipa (440 Millilitre),3.70,,,SuperValu,20200825
8d Seisiun Ipa (440 Millilitre),3.50,,,SuperValu,20200825
9 White Deer Brewery Stag Saor Kolsch Style (500 Millilitre),3.59,,,SuperValu,20200825
Bulmers Cans 8 Pack (500 Millilitre),12.50,"WAS 14.00, NOW 12.50, SAVE 1.50",14.00,SuperValu,20200825
Bulmers Light 8 Pack Cans (500 Millilitre),12.50,"WAS 14.00, NOW 12.50, SAVE 1.50",14.00,SuperValu,20200825
Druids Celtic Cider Can 8 Pack (500 Millilitre),11.00,"WAS 13.00, NOW 11.00, SAVE 2.00",13.00,SuperValu,20200825
Kopparberg Apple Rose Bottle (500 Millilitre),3.45,,,SuperValu,20200825
Kopparberg Gin Strawberry & Lime 4 pack (250 Millilitre),7.50,"WAS 10.00, NOW 7.50, SAVE 2.50",10.00,SuperValu,20200825
Absolut Vodka (20 Centilitre),7.00,"WAS 7.99, NOW 7.00, SAVE 0.99",7.99,SuperValu,20200825
