Name,Price,Offer,PreviousPrice,Retailer,DateScraped
Abellio Albarino (75 cl),10.00,"WAS 13.99, NOW 10.00, SAVE 3.99",13.99,SuperValu,20210302
Armas de Guerra Godello (75 cl),5.00,"WAS 8.00, NOW 5.00, SAVE 3.00",8.00,SuperValu,20210302
Barcino Cava Brut (75 cl),12.99,"WAS 25.99, NOW 12.99, SAVE 13.00",25.99,SuperValu,20210302
Blossom Hill Crisp And Fruity White (75 cl),8.50,"WAS 9.99, NOW 8.50, SAVE 1.49",9.99,SuperValu,20210302
Blossom Hill Soft & Fruity Red (75 cl),8.50,"WAS 9.99, NOW 8.50, SAVE 1.49",9.99,SuperValu,20210302
Budweiser Lager Bottles 20 Pack (300 ml),15.00,"WAS 18.00, NOW 15.00, SAVE 3.00",18.00,SuperValu,20210302
Budweiser Lager Cans 12 Pack (500 ml),15.00,"WAS 19.00, NOW 15.00, SAVE 4.00",19.00,SuperValu,20210302
Budweiser Lager Cans 8 Pack (500 ml),12.30,"WAS 14.00, NOW 12.30, SAVE 1.70",14.00,SuperValu,20210302
Carlsberg Danish Pilsner Bottles 20 Pack (300 ml),15.00,"WAS 18.00, NOW 15.00, SAVE 3.00",18.00,SuperValu,20210302
Carlsberg Danish Pilsner Lager Cans 12 Pack (500 ml),15.00,"WAS 19.00, NOW 15.00, SAVE 4.00",19.00,SuperValu,20210302
Asahi Super Dry Beer 4 Pack (330 ml),7.00,"WAS 8.00, NOW 7.00, SAVE 1.00",8.00,SuperValu,20210302
Erdinger Variety Glass Pack (500 ml),15.00,"WAS 16.00, NOW 15.00, SAVE 1.00",16.00,SuperValu,20210302
Franciscan Well Chieftain IPC Cans 4 Pack (330 ml),8.00,"WAS 10.00, NOW 8.00, SAVE 2.00",10.00,SuperValu,20210302
Franciscan Well Pilgrims Ale Cans 4 Pack (330 ml),8.00,"WAS 10.00, NOW 8.00, SAVE 2.00",10.00,SuperValu,20210302
Franciscan Well Rebel Red Ale Cans 4 Pack (330 ml),8.00,"WAS 10.00, NOW 8.00, SAVE 2.00",10.00,SuperValu,20210302
Bulmers Irish Cider Cans 12 Pack (500 ml),15.00,"WAS 19.00, NOW 15.00, SAVE 4.00",19.00,SuperValu,20210302
Druids Celtic Cider Cans 8 Pack (500 ml),11.00,"WAS 13.00, NOW 11.00, SAVE 2.00",13.00,SuperValu,20210302
Kopparberg Rose Apple Cider (500 ml),3.00,"WAS 3.45, NOW 3.00, SAVE 0.45",3.45,SuperValu,20210302
Kopparberg Strawberry & Lime Cider (500 ml),3.00,"WAS 3.45, NOW 3.00, SAVE 0.45",3.45,SuperValu,20210302
Orchard Thieves Apple Cider Cans 8 Pack (500 ml),12.30,"WAS 13.50, NOW 12.30, SAVE 1.20",13.50,SuperValu,20210302
Bacardi Carta Blanca Rum (70 cl),20.00,"WAS 26.49, NOW 20.00, SAVE 6.49",26.49,SuperValu,20210302
Bacardi Coconut Rum (70 cl),22.00,"WAS 25.50, NOW 22.00, SAVE 3.50",25.50,SuperValu,20210302
Bacardi Ginger Rum (70 cl),22.00,"WAS 25.35, NOW 22.00, SAVE 3.35",25.35,SuperValu,20210302
Bacardi Raspberry Rum (70 cl),22.00,"WAS 25.35, NOW 22.00, SAVE 3.35",25.35,SuperValu,20210302
Beefeater Blood Orange Gin (70 cl),21.00,"WAS 25.50, NOW 21.00, SAVE 4.50",25.50,SuperValu,20210302
Brew Dog Punk Alcohol Free IPA Cans 4 Pack (330 ml),6.00,"WAS 7.00, NOW 6.00, SAVE 1.00",7.00,SuperValu,20210302
Moretti Zero Alcohol Free Beer Bottles 3 Pack (330 ml),4.00,"WAS 5.00, NOW 4.00, SAVE 1.00",5.00,SuperValu,20210302
Peroni Libera 0.0% Bottles 4 Pack (330 ml),5.50,"WAS 6.50, NOW 5.50, SAVE 1.00",6.50,SuperValu,20210302
Bavaria 0.0% Beer (500 ml),1.29,,,SuperValu,20210302
Beck's Alcohol-Free Bottles 6 Pack (275 ml),4.95,,,SuperValu,20210302
Smirnoff Vodka (70 cl),20.00,"WAS 26.00, NOW 20.00, SAVE 6.00",26.00,SuperValu,20210302
Wyborowa Vodka (70 cl),20.50,"WAS 25.75, NOW 20.50, SAVE 5.25",25.75,SuperValu,20210302
Absolut Citron Vodka (70 cl),26.30,,,SuperValu,20210302
Absolut Raspberri Vodka (70 cl),26.30,,,SuperValu,20210302
Absolut Vodka (70 cl),21.00,,,SuperValu,20210302
Absolut Vodka (20 cl),7.99,,,SuperValu,20210302
Absolut Vodka (1 L),40.30,,,SuperValu,20210302
Absolut Vodka (35 cl),14.60,,,SuperValu,20210302
Ciroc Ultra Premium Vodka (70 cl),58.00,,,SuperValu,20210302
Eristoff Original Vodka (70 cl),23.20,,,SuperValu,20210302
Finlandia Classic Vodka (70 cl),27.50,,,SuperValu,20210302
Fris Vodka (70 cl),22.00,,,SuperValu,20210302
Grey Goose Vodka (70 cl),59.00,,,SuperValu,20210302
Huzzar Vodka (200 ml),6.65,,,SuperValu,20210302
Huzzar Vodka (70 cl),20.00,,,SuperValu,20210302
Huzzar Vodka (1 L),32.20,,,SuperValu,20210302
Smirnoff Vodka (20 ml),7.50,,,SuperValu,20210302
Smirnoff Vodka (1 L),34.00,,,SuperValu,20210302
Jameson Irish Whiskey (200 ml),9.75,"WAS 11.80, NOW 9.75, SAVE 2.05",11.80,SuperValu,20210302
Kilbeggan Irish Whiskey (70 cl),24.00,"WAS 27.27, NOW 24.00, SAVE 3.27",27.27,SuperValu,20210302
Paddy's Irish Whiskey (70 cl),24.00,"WAS 27.85, NOW 24.00, SAVE 3.85",27.85,SuperValu,20210302
Powers Gold Label Irish Whiskey (70 cl),20.00,"WAS 29.79, NOW 20.00, SAVE 9.79",29.79,SuperValu,20210302
Bushmills 10 Year Single Malt Irish Whiskey (70 cl),48.00,,,SuperValu,20210302
Bushmills Black Bush Irish Whiskey (70 cl),33.00,,,SuperValu,20210302
Bushmills Triple Distilled Irish Whiskey (70 cl),28.29,,,SuperValu,20210302
Connemara Single Malt Irish Whiskey (70 cl),42.00,,,SuperValu,20210302
Dunphy's Irish Whiskey (70 cl),21.00,,,SuperValu,20210302
Grace O'Malley Blended Irish Whiskey (70 cl),35.00,,,SuperValu,20210302
Green Spot Single Pot Still Irish Whiskey (70 cl),60.00,,,SuperValu,20210302
Jameson Black Barrel Irish Whiskey (70 cl),53.00,,,SuperValu,20210302
Jameson Caskmates Irish Whiskey (70 cl),39.00,,,SuperValu,20210302
Jameson Cold Brew Irish Whiskey (70 cl),30.50,,,SuperValu,20210302
Jameson Crested Irish Whiskey (70 cl),36.50,,,SuperValu,20210302
Jameson IPA Edition Irish Whiskey (70 cl),39.00,,,SuperValu,20210302
Jameson Triple Distiled Irish Whiskey (1 L),47.65,,,SuperValu,20210302
Jameson Triple Distilled Irish Whiskey (70 cl),30.50,,,SuperValu,20210302
Jameson Triple Distilled Irish Whiskey (35 cl),19.59,,,SuperValu,20210302
Method & Madness Single Pot Still Whiskey (70 cl),71.00,,,SuperValu,20210302
Midleton Barry Crockett Single Pot Still Whiskey (70 cl),249.99,,,SuperValu,20210302
Midleton Very Rare Whiskey (70 cl),180.00,,,SuperValu,20210302
Paddy Irish Whiskey (1 L),42.00,,,SuperValu,20210302
Paddy Irish Whiskey (350 ml),15.99,,,SuperValu,20210302
Paddy Irish Whiskey (200 ml),10.77,,,SuperValu,20210302
Pearse 7 Year Irish Whiskey (1 70 CL),45.00,,,SuperValu,20210302
Powers Classic Cocktail The Old Fashioned (50 cl),30.00,,,SuperValu,20210302
Powers Gold Label Irish Whiskey (200 ml),10.70,,,SuperValu,20210302
Powers Gold Label Irish Whiskey (1 L),45.00,,,SuperValu,20210302
Powers Three Swallow Single Pot Still Irish Whiskey (70 cl),46.00,,,SuperValu,20210302
Proclamation Blended Irish Whiskey (70 cl),35.00,,,SuperValu,20210302
Red Earl Irish Whiskey (70 cl),35.00,,,SuperValu,20210302
Redbreast 15 Year Old Irish Whiskey (70 ml),100.00,,,SuperValu,20210302
RedBrest 12 Year Old Irish Whiskey (70 cl),65.00,,,SuperValu,20210302
Roe & Co Irish Whiskey (70 cl),45.00,,,SuperValu,20210302
Slane Irish Whiskey (70 cl),33.00,,,SuperValu,20210302
Teeling Irish Whiskey (70 cl),38.00,,,SuperValu,20210302
Teeling Small Batch Irish Whiskey Gift Tin (70 cl),38.00,,,SuperValu,20210302
The Sexton Single Malt Irish Whiskey (70 cl),38.00,,,SuperValu,20210302
Tullamore D.E.W. XO Rum Cask Irish Whiskey (70 cl),35.00,,,SuperValu,20210302
Tullamore Dew Irish Whiskey (70 cl),31.00,,,SuperValu,20210302
West Cork Original Irish Whiskey (70 cl),23.00,,,SuperValu,20210302
Writers Tears Copper Pot Irish Whiskey with Hip Flask (1 70 CL),45.00,,,SuperValu,20210302
Writers Tears Double Oak Irish Whiskey (70 cl),55.00,,,SuperValu,20210302
Yellow Spot 12 Year Old Single Pot Still Whiskey (70 cl),80.00,,,SuperValu,20210302
Jim Beam Bourbon Whiskey (70 cl),22.00,"WAS 28.99, NOW 22.00, SAVE 6.99",28.99,SuperValu,20210302
Bulleit Bourbon Frontier Whiskey (70 cl),44.00,,,SuperValu,20210302
Jack Daniel's Old No. 7 Whiskey (70 cl),34.74,,,SuperValu,20210302
Jack Daniel's Tennessee Honey Whiskey (70 cl),34.74,,,SuperValu,20210302
Jack Daniel's Tennessee Whiskey (35 cl),20.25,,,SuperValu,20210302
Marker's Mark Bourbon Whisky (70 cl),45.99,,,SuperValu,20210302
Southern Comfort (70 cl),28.89,,,SuperValu,20210302
Teacher's Blended Scotch Whisky (70 cl),22.00,"WAS 25.45, NOW 22.00, SAVE 3.45",25.45,SuperValu,20210302
Bell's Original Scotch Whisky (70 cl),27.00,,,SuperValu,20210302
