Name,Price,Offer,PreviousPrice,Retailer,DateScraped
Abellio Albarino (75 Centiliter),10.00,"WAS 14.99, NOW 10.00, SAVE 4.99",14.99,SuperValu,20190208
Alterra Special Reserve Cabernet Sauvignon (75 Centiliter),7.99,"WAS 15.99, NOW 7.99, SAVE 8.00",15.99,SuperValu,20190208
Alterra Special Reserve Chardonnay (75 Centiliter),7.99,"WAS 15.99, NOW 7.99, SAVE 8.00",15.99,SuperValu,20190208
Apothic Red (75 Centiliter),12.00,"WAS 15.00, NOW 12.00, SAVE 3.00",15.00,SuperValu,20190208
Barossa Valley Estate Grenache Shiraz Mourvedre (75 Centiliter),13.00,"WAS 16.99, NOW 13.00, SAVE 3.99",16.99,SuperValu,20190208
Beamish Draught Stout (500 Millilitre),2.02,,,SuperValu,20190208
Budweiser Can (500 Millilitre),2.39,,,SuperValu,20190208
Carlberg Unfiltered 8 Pack Can (500 Millilitre),13.00,"WAS 14.00, NOW 13.00, SAVE 1.00",14.00,SuperValu,20190208
Carling Can (500 Millilitre),1.59,,,SuperValu,20190208
Carlsberg Can (500 Millilitre),2.29,,,SuperValu,20190208
9 White Deer Brewery Stag Saor Kolsch Style (500 Millilitre),3.59,,,SuperValu,20190208
Blacks 1601 Lager (500 Millilitre),3.29,,,SuperValu,20190208
Blacks Kinsales Pale Ale (500 Millilitre),3.39,,,SuperValu,20190208
Blacks Marching Powder IPA (500 Millilitre),3.29,,,SuperValu,20190208
Brewdog Dead Pony Club Bottle (330 Millilitre),2.80,,,SuperValu,20190208
Appleman's Cider Bottle Pack (500 Millilitre),1.75,"WAS 2.35, NOW 1.75, SAVE 0.60",2.35,SuperValu,20190208
Bulmers Berry Can (500 Millilitre),2.49,,,SuperValu,20190208
Bulmers Juicy Pear Cider Can (500 Millilitre),2.49,,,SuperValu,20190208
Bulmers Light Can (500 Millilitre),2.20,,,SuperValu,20190208
Bulmers Original Cider (1 Litre),5.35,,,SuperValu,20190208
Absolut Blue Vodka (70 Centiliter),20.00,"WAS 27.49, NOW 20.00, SAVE 7.49",27.49,SuperValu,20190208
Absolut Citron (70 Centilitre),20.00,"WAS 26.00, NOW 20.00, SAVE 6.00",26.00,SuperValu,20190208
Absolut Lime (70 Centilitre),20.00,"WAS 26.00, NOW 20.00, SAVE 6.00",26.00,SuperValu,20190208
Absolut Raspberri (70 Centiliter),20.00,"WAS 26.00, NOW 20.00, SAVE 6.00",26.00,SuperValu,20190208
Absolut Vodka (20 Centilitre),7.00,"WAS 7.99, NOW 7.00, SAVE 0.99",7.99,SuperValu,20190208
Eristoff Original Vodka (70 Centiliter),19.00,"WAS 23.00, NOW 19.00, SAVE 4.00",23.00,SuperValu,20190208
Finlandia Classic Vodka (70 Centiliter),22.00,"WAS 27.50, NOW 22.00, SAVE 5.50",27.50,SuperValu,20190208
Huzzar Vodka (1 Litre),25.00,"WAS 32.00, NOW 25.00, SAVE 7.00",32.00,SuperValu,20190208
Huzzar Vodka (70 Centiliter),19.00,"WAS 22.48, NOW 19.00, SAVE 3.48",22.48,SuperValu,20190208
Smirnoff Vodka Red (70 Centilitre),20.00,"WAS 25.00, NOW 20.00, SAVE 5.00",25.00,SuperValu,20190208
Absolut Elyx (70 Centilitre),64.00,,,SuperValu,20190208
