Name,Price,Offer,PreviousPrice,Retailer,DateScraped
19 Crimes Red Blend (75 cl),9.84,"WAS 14.75, NOW 9.84, SAVE 4.91",14.75,SuperValu,20201103
19 Crimes Sauv Block (75 cl),9.84,"WAS 14.75, NOW 9.84, SAVE 4.91",14.75,SuperValu,20201103
A Winter's Tale Amontillado Sherry (75 cl),12.30,"WAS 14.25, NOW 12.30, SAVE 1.95",14.25,SuperValu,20201103
Albert Glas Pinot Noir Black Label (75 cl),14.76,"WAS 19.66, NOW 14.76, SAVE 4.90",19.66,SuperValu,20201103
Albert Glas Riesling Black Label (75 cl),14.76,,,SuperValu,20201103
Budweiser 8pk Can (500 ml),12.30,"WAS 13.77, NOW 12.30, SAVE 1.47",13.77,SuperValu,20201103
Budweiser Can (500 ml),2.45,,,SuperValu,20201103
Budweiser Special Can 24 Pack (500 ml),25.00,"WAS 27.05, NOW 25.00, SAVE 2.05",27.05,SuperValu,20201103
Carling Can (500 ml),1.62,,,SuperValu,20201103
Carlsberg Can 24 Pack (500 ml),25.00,"WAS 27.05, NOW 25.00, SAVE 2.05",27.05,SuperValu,20201103
8D Citra Single Hop Ipa (440 ml),3.64,,,SuperValu,20201103
8d Howling Gale Irish Pale Ale (440 ml),3.44,,,SuperValu,20201103
8d Seisiun Ipa (440 ml),3.44,,,SuperValu,20201103
9 White Deer Brewery Stag Saor Kolsch Style (500 ml),3.53,,,SuperValu,20201103
Asahi Super Dry (620 ml),3.79,,,SuperValu,20201103
Appleman's Cider 8 Pack Can (500 ml),12.30,"WAS 12.79, NOW 12.30, SAVE 0.49",12.79,SuperValu,20201103
Druids Celtic Cider Can 8 Pack (500 ml),10.82,"WAS 12.79, NOW 10.82, SAVE 1.97",12.79,SuperValu,20201103
Kopparberg Apple Rose Bottle (500 ml),3.39,,,SuperValu,20201103
Kopparberg Mixed Fruit 4% Bottle (500 ml),3.39,,,SuperValu,20201103
Kopparberg Strawberry & Lime Bottle (500 ml),3.39,,,SuperValu,20201103
Absolut Standard (70 cl),20.66,"WAS 27.40, NOW 20.66, SAVE 6.74",27.40,SuperValu,20201103
Absolut Vodka (20 cl),6.89,"WAS 7.86, NOW 6.89, SAVE 0.97",7.86,SuperValu,20201103
Antica Sambuca (70 cl),21.64,"WAS 24.59, NOW 21.64, SAVE 2.95",24.59,SuperValu,20201103
Bacardi Superior (70 cl),21.64,"WAS 26.06, NOW 21.64, SAVE 4.42",26.06,SuperValu,20201103
Baileys The Original Irish Cream (70 cl),17.71,"WAS 23.61, NOW 17.71, SAVE 5.90",23.61,SuperValu,20201103
Eristoff Original Vodka (70 cl),18.69,"WAS 22.82, NOW 18.69, SAVE 4.13",22.82,SuperValu,20201103
Finlandia Classic Vodka (70 cl),21.64,"WAS 27.05, NOW 21.64, SAVE 5.41",27.05,SuperValu,20201103
Ketel One Botanical Peach and Orange Vodka (70 cl),24.59,"WAS 29.51, NOW 24.59, SAVE 4.92",29.51,SuperValu,20201103
Smirnoff Vodka Red (70 cl),19.67,"WAS 25.58, NOW 19.67, SAVE 5.91",25.58,SuperValu,20201103
Wyborowa (70 cl),20.17,"WAS 25.33, NOW 20.17, SAVE 5.16",25.33,SuperValu,20201103
Absolut Grapefruit (70 cl),25.58,,,SuperValu,20201103
Absolut Raspberri (70 cl),25.87,,,SuperValu,20201103
Absolut Vanilla (70 cl),25.58,,,SuperValu,20201103
Absolut Vodka (1 L),39.64,,,SuperValu,20201103
Absolut Vodka (35 cl),14.36,,,SuperValu,20201103
Belvedere Vodka (70 cl),56.86,,,SuperValu,20201103
Dingle Vodka (70 cl),37.38,,,SuperValu,20201103
Fris Vodka (70 cl),17.71,,,SuperValu,20201103
Grey Goose Vodka (70 cl),58.04,,,SuperValu,20201103
Huzzar Vodka (1 L),31.68,,,SuperValu,20201103
Huzzar Vodka (200 ml),6.54,,,SuperValu,20201103
Huzzar Vodka (70 cl),22.22,,,SuperValu,20201103
Sausage tree Pure Irish Vodka (70 cl),48.20,,,SuperValu,20201103
Smirnoff 20cl Pmp 7.50 (20 ml),7.38,,,SuperValu,20201103
"Smirnoff Infusions Orange, Grapefruit & Bitters (50 cl)",18.69,,,SuperValu,20201103
Smirnoff Vodka (1 L),33.45,,,SuperValu,20201103
Black Bush (70 cl),25.58,"WAS 32.46, NOW 25.58, SAVE 6.88",32.46,SuperValu,20201103
Bushmills 10 Year Old Malt Whiskey (70 cl),39.35,"WAS 47.22, NOW 39.35, SAVE 7.87",47.22,SuperValu,20201103
Bushmills Gift Tube (70 cl),19.67,"WAS 27.83, NOW 19.67, SAVE 8.16",27.83,SuperValu,20201103
Dunphy's Irish Whiskey (70 cl),20.65,"WAS 24.15, NOW 20.65, SAVE 3.50",24.15,SuperValu,20201103
Grace O'Malley Blended Irish Whiskey (70 cl),28.53,"WAS 34.43, NOW 28.53, SAVE 5.90",34.43,SuperValu,20201103
Jameson Irish Whiskey (200 ml),9.59,"WAS 11.61, NOW 9.59, SAVE 2.02",11.61,SuperValu,20201103
Kilbeggan Whiskey (70 cl),23.61,"WAS 26.83, NOW 23.61, SAVE 3.22",26.83,SuperValu,20201103
Paddy Triple Distilled Irish Whiskey (70 cl),23.61,"WAS 27.40, NOW 23.61, SAVE 3.79",27.40,SuperValu,20201103
Powers Gold Label (200 ml),8.85,"WAS 10.53, NOW 8.85, SAVE 1.68",10.53,SuperValu,20201103
Powers Irish Whiskey Gold Label (70 cl),24.59,"WAS 29.31, NOW 24.59, SAVE 4.72",29.31,SuperValu,20201103
Roe & Co Irish Whiskey (70 cl),34.43,"WAS 44.27, NOW 34.43, SAVE 9.84",44.27,SuperValu,20201103
Slane Irish Whiskey (70 cl),27.54,"WAS 32.46, NOW 27.54, SAVE 4.92",32.46,SuperValu,20201103
Bushmills Irish Whiskey (70 cl),19.67,,,SuperValu,20201103
Connemara Single Malt (70 cl),41.32,,,SuperValu,20201103
Drumshanbo Single Pot Still Whiskey (70 cl),58.04,,,SuperValu,20201103
Greenspot Single Pot Still Irish Whiskey (70 cl),59.02,,,SuperValu,20201103
Hyde 1916 Single Grain (70 cl),47.22,,,SuperValu,20201103
Irishman Founders Reserve Whiskey (70 cl),38.37,,,SuperValu,20201103
Jameson Black Barrel (70 cl),52.14,,,SuperValu,20201103
Jameson Caskmates IPA (70 cl),38.37,,,SuperValu,20201103
Jameson Cold Brew (70 cl),30.00,,,SuperValu,20201103
Jameson Crested (70 cl),35.91,,,SuperValu,20201103
Jameson Irish Whiskey (1 L),46.88,,,SuperValu,20201103
Jameson Stout Caskmates (70 cl),38.37,,,SuperValu,20201103
Jameson Triple Distilled Irish Whiskey (35 cl),19.27,,,SuperValu,20201103
Jameson Triple Distilled Irish Whiskey (70 cl),30.00,,,SuperValu,20201103
Method & Madness Single Grain (70 cl),49.19,,,SuperValu,20201103
Method & Madness Single Pot Still (70 cl),69.85,,,SuperValu,20201103
Midleton Barry Crockett Single Pot (70 cl),245.93,,,SuperValu,20201103
Midleton Very Rare Whiskey (70 cl),177.07,,,SuperValu,20201103
Paddy Irish Whiskey (350 ml),15.73,,,SuperValu,20201103
Paddy Irish Whiskey (200 ml),10.59,,,SuperValu,20201103
Paddy Irish Whiskey (1 L),41.32,,,SuperValu,20201103
Powers 3 Swallow Release (70 cl),45.25,,,SuperValu,20201103
Powers Gold Label (1 L),44.27,,,SuperValu,20201103
Powers Gold Label (350 ml),16.72,,,SuperValu,20201103
Powers Johns Lane (70 cl),68.86,,,SuperValu,20201103
Powers Old Fashioned (50 cl),29.51,,,SuperValu,20201103
Proclamation Blended Irish Whiskey (70 cl),34.43,,,SuperValu,20201103
Redbreast 15 Year Old Whiskey (70 ml),98.37,,,SuperValu,20201103
RedBrest Whiskey 12 Year Old (70 cl),63.94,,,SuperValu,20201103
Single Pot Still Mixed 4 Pack (5 cl),35.41,,,SuperValu,20201103
Teeling Whiskey (70 cl),37.38,,,SuperValu,20201103
Tullamore Dew Whiskey (70 cl),24.59,,,SuperValu,20201103
Writers Tears Copper Pot Whiskey (70 cl),44.26,,,SuperValu,20201103
Writers Tears Double Oak (70 cl),54.11,,,SuperValu,20201103
Writers Tears Potstill Glass Pack (1 70 CL),44.27,,,SuperValu,20201103
Yellow Spot 12 Year Old Single Pot Still (70 cl),78.70,,,SuperValu,20201103
Buffalo Trace (70 70 CL),33.45,"WAS 36.40, NOW 33.45, SAVE 2.95",36.40,SuperValu,20201103
Southern Comfort (70 cl),21.64,"WAS 28.42, NOW 21.64, SAVE 6.78",28.42,SuperValu,20201103
Southern Comfort Black (70 70 CL),24.59,"WAS 33.45, NOW 24.59, SAVE 8.86",33.45,SuperValu,20201103
Jack Daniels (35 cl),19.92,,,SuperValu,20201103
Jack Daniels 40% (200 ml),11.80,,,SuperValu,20201103
Jack Daniels 40% (70 cl),34.18,,,SuperValu,20201103
Jack Daniels Single Barrell (70 cl),59.86,,,SuperValu,20201103
Jack Daniels Tennessee Honey (70 cl),34.18,,,SuperValu,20201103
Jim Beam (70 cl),21.64,,,SuperValu,20201103
Famous Grouse Scotch Whiskey (70 cl),23.61,"WAS 29.51, NOW 23.61, SAVE 5.90",29.51,SuperValu,20201103
Teachers Scoth Whisky (70 cl),19.67,"WAS 25.04, NOW 19.67, SAVE 5.37",25.04,SuperValu,20201103
Bell's Original Scotch Whisky (70 cl),26.56,,,SuperValu,20201103
Chivas Regal (70 cl),42.30,,,SuperValu,20201103
Glenfiddich Malt Whisky 12 Year Old (70 cl),51.15,,,SuperValu,20201103
Johnnie Walker Red Label Blended Scotch Whisky (70 cl),32.96,,,SuperValu,20201103
Teachers Scotch Whisky (20 cl),8.31,,,SuperValu,20201103
Courvoisier Very Special Cognac (70 cl),32.46,"WAS 36.25, NOW 32.46, SAVE 3.79",36.25,SuperValu,20201103
Hennessy Cognac (200 ml),13.28,,,SuperValu,20201103
Hennessy Very Special (1 L),53.07,,,SuperValu,20201103
Hennessy Very Special Brandy (350 ml),22.13,,,SuperValu,20201103
Hennessy Very Special Cognac (70 cl),37.38,,,SuperValu,20201103
Hennessy Very Special Old Pale (70 cl),61.97,,,SuperValu,20201103
Martell VS Fine Cognac (70 cl),35.76,,,SuperValu,20201103
Five Farms Irish Cream Gift Pack (70 cl),29.51,"WAS 34.38, NOW 29.51, SAVE 4.87",34.38,SuperValu,20201103
Baileys Strawberries & Cream (70 cl),19.67,,,SuperValu,20201103
Baileys The Original Irish Cream (1 L),30.50,,,SuperValu,20201103
Coole Swan Superior Irish Cream Liqueur (70 cl),25.00,,,SuperValu,20201103
Beefeater 24 London Dry Gin (70 cl),29.51,"WAS 38.37, NOW 29.51, SAVE 8.86",38.37,SuperValu,20201103
Beefeater Blood Orange (70 cl),20.66,"WAS 25.09, NOW 20.66, SAVE 4.43",25.09,SuperValu,20201103
Beefeater London Dry Gin (70 cl),21.64,"WAS 27.53, NOW 21.64, SAVE 5.89",27.53,SuperValu,20201103
Ceder's Crisp Non Alcoholic (50 cl),19.67,"WAS 24.59, NOW 19.67, SAVE 4.92",24.59,SuperValu,20201103
Cork Dry Gin (20 cl),7.87,"WAS 9.35, NOW 7.87, SAVE 1.48",9.35,SuperValu,20201103
Dingle Original Gin (70 cl),31.48,"WAS 37.38, NOW 31.48, SAVE 5.90",37.38,SuperValu,20201103
Gordon's Dry Gin (70 cl),19.67,"WAS 26.07, NOW 19.67, SAVE 6.40",26.07,SuperValu,20201103
Gordon's Pink Gin (70 cl),19.67,"WAS 25.58, NOW 19.67, SAVE 5.91",25.58,SuperValu,20201103
Gordon's Sicilian Lemon (70 cl),19.67,"WAS 25.58, NOW 19.67, SAVE 5.91",25.58,SuperValu,20201103
Method & Madness Gin (70 cl),34.43,"WAS 49.19, NOW 34.43, SAVE 14.76",49.19,SuperValu,20201103
Tanqueray Dry Gin (70 cl),24.59,"WAS 30.50, NOW 24.59, SAVE 5.91",30.50,SuperValu,20201103
Wilde Irish Gin (70 cl),43.28,"WAS 48.20, NOW 43.28, SAVE 4.92",48.20,SuperValu,20201103
Beara Pink Ocean Gin (70 cl),42.30,,,SuperValu,20201103
Bloom London Dry Gin (70 cl),45.25,,,SuperValu,20201103
Bombay Sapphire London Dry Gin (70 cl),30.50,,,SuperValu,20201103
Bosford Rose Gin (1 70 CL),26.56,,,SuperValu,20201103
Cork Dry Gin (70 cl),23.76,,,SuperValu,20201103
Cork Dry Gin (35 cl),15.30,,,SuperValu,20201103
Cork Dry Gin (1 L),34.63,,,SuperValu,20201103
Drumshanbo Gunpowder Irish Gin (70 cl),44.27,,,SuperValu,20201103
Eglington Irish Pink Gin (70 cl),31.48,,,SuperValu,20201103
