Name,Price,Offer,PreviousPrice,Retailer,DateScraped
19 Crimes Red Blend (75 cl),10.00,"WAS 14.75, NOW 10.00, SAVE 4.75",14.75,SuperValu,20201124
19 Crimes Sauv Block (75 cl),10.00,"WAS 14.75, NOW 10.00, SAVE 4.75",14.75,SuperValu,20201124
A Winter's Tale Amontillado Sherry (75 cl),12.50,"WAS 14.25, NOW 12.50, SAVE 1.75",14.25,SuperValu,20201124
Abellio Albarino (75 cl),10.00,"WAS 13.76, NOW 10.00, SAVE 3.76",13.76,SuperValu,20201124
Annelise PInot Grigio (75 cl),8.85,"WAS 11.80, NOW 8.85, SAVE 2.95",11.80,SuperValu,20201124
Birra Moretti Bottle (660 ml),3.44,,,SuperValu,20201124
Budweiser 8pk Can (500 ml),12.30,"WAS 13.77, NOW 12.30, SAVE 1.47",13.77,SuperValu,20201124
Budweiser Can (500 ml),2.45,,,SuperValu,20201124
Budweiser Special Can 24 Pack (500 ml),25.00,"WAS 27.05, NOW 25.00, SAVE 2.05",27.05,SuperValu,20201124
Carling Can (500 ml),1.62,,,SuperValu,20201124
8D Citra Single Hop Ipa (440 ml),3.64,,,SuperValu,20201124
8d Howling Gale Irish Pale Ale (440 ml),3.44,,,SuperValu,20201124
8d Seisiun Ipa (440 ml),3.44,,,SuperValu,20201124
9 White Deer Brewery Stag Saor Kolsch Style (500 ml),3.53,,,SuperValu,20201124
Asahi Super Dry (620 ml),3.79,,,SuperValu,20201124
Appleman's Cider 8 Pack Can (500 ml),12.30,"WAS 12.79, NOW 12.30, SAVE 0.49",12.79,SuperValu,20201124
Appleman's Cider Can (500 ml),2.02,,,SuperValu,20201124
Druids Celtic Cider Can 8 Pack (500 ml),10.82,"WAS 12.79, NOW 10.82, SAVE 1.97",12.79,SuperValu,20201124
Kopparberg Mixed Fruit 4% Bottle (500 ml),3.39,,,SuperValu,20201124
Kopparberg Strawberry & Lime Bottle (500 ml),3.39,,,SuperValu,20201124
Absolut Citron (70 cl),20.66,"WAS 25.87, NOW 20.66, SAVE 5.21",25.87,SuperValu,20201124
Absolut Grapefruit (70 cl),20.66,"WAS 25.58, NOW 20.66, SAVE 4.92",25.58,SuperValu,20201124
Absolut Raspberri (70 cl),20.66,"WAS 25.87, NOW 20.66, SAVE 5.21",25.87,SuperValu,20201124
Absolut Standard (70 cl),20.66,"WAS 27.40, NOW 20.66, SAVE 6.74",27.40,SuperValu,20201124
Absolut Vanilla (70 cl),20.66,"WAS 25.58, NOW 20.66, SAVE 4.92",25.58,SuperValu,20201124
Brewdog Punk Alcohol Free 4 Pack Can (330 ml),5.90,"WAS 6.89, NOW 5.90, SAVE 0.99",6.89,SuperValu,20201124
Erdinger Non-Alcoholic 6 Pack (330 ml),6.88,"WAS 7.86, NOW 6.88, SAVE 0.98",7.86,SuperValu,20201124
Krombacher Non Alcoholic Pils 6 Pack (330 ml),6.88,"WAS 7.86, NOW 6.88, SAVE 0.98",7.86,SuperValu,20201124
Master Of Mixes Passion Fruit (1 L),5.90,"WAS 8.84, NOW 5.90, SAVE 2.94",8.84,SuperValu,20201124
Peroni Libera 0.0% 4 Pack (330 ml),5.41,"WAS 6.39, NOW 5.41, SAVE 0.98",6.39,SuperValu,20201124
