Name,Price,Offer,PreviousPrice,Retailer,DateScraped
19 Crimes Red Blend (75 cl),10.00,"WAS 14.99, NOW 10.00, SAVE 4.99",14.99,SuperValu,20210330
19 Crimes Sauv Block (75 cl),10.00,"WAS 14.99, NOW 10.00, SAVE 4.99",14.99,SuperValu,20210330
Ammasso Rosso Sicilia (75 cl),15.00,"WAS 18.99, NOW 15.00, SAVE 3.99",18.99,SuperValu,20210330
Annelise Pinot Grigio (75 cl),8.00,"WAS 11.99, NOW 8.00, SAVE 3.99",11.99,SuperValu,20210330
Apothic Red (75 cl),12.00,"WAS 15.00, NOW 12.00, SAVE 3.00",15.00,SuperValu,20210330
Budweiser Lager Cans 12 Pack (500 ml),15.00,"WAS 19.00, NOW 15.00, SAVE 4.00",19.00,SuperValu,20210330
Budweiser Lager Cans 8 Pack (500 ml),12.50,"WAS 14.00, NOW 12.50, SAVE 1.50",14.00,SuperValu,20210330
Carlsberg Danish Pilsner Bottles 20 Pack (300 ml),16.00,"WAS 18.00, NOW 16.00, SAVE 2.00",18.00,SuperValu,20210330
Carlsberg Danish Pilsner Lager Cans 12 Pack (500 ml),15.00,"WAS 19.00, NOW 15.00, SAVE 4.00",19.00,SuperValu,20210330
Coors Light Bottles 20 Pack (330 ml),18.00,"WAS 25.00, NOW 18.00, SAVE 7.00",25.00,SuperValu,20210330
8D Citra Single Hop IPA (440 ml),2.50,"WAS 3.00, NOW 2.50, SAVE 0.50",3.00,SuperValu,20210330
8d Howling Gale Irish Pale Ale (440 ml),2.50,"WAS 3.00, NOW 2.50, SAVE 0.50",3.00,SuperValu,20210330
Asahi Super Dry Beer (620 ml),2.95,"WAS 3.79, NOW 2.95, SAVE 0.84",3.79,SuperValu,20210330
Hallows & Fentimans Alcoholic Ginger Beer (500 ml),3.50,"WAS 3.99, NOW 3.50, SAVE 0.49",3.99,SuperValu,20210330
Kinnegar Scraggy Bay IPA (440 ml),2.75,"WAS 3.25, NOW 2.75, SAVE 0.50",3.25,SuperValu,20210330
