Name,Price,Offer,PreviousPrice,Retailer,DateScraped
A Winter's Tale Amontillado Sherry (75 Centiliter),14.49,,,SuperValu,20190729
Abellio Albarino (75 Centiliter),10.00,,,SuperValu,20190729
Albert Glas Pinot Noir Black Label (75 Centiliter),19.99,,,SuperValu,20190729
Annelise PInot Grigio (75 Centilitre),11.99,,,SuperValu,20190729
Apothic Red (75 Centiliter),12.00,,,SuperValu,20190729
Beamish Draught Stout (500 Millilitre),2.02,,,SuperValu,20190729
Birra Moretti 4 Pack Bottle (330 Millilitre),7.00,"WAS 7.50, NOW 7.00, SAVE 0.50",7.50,SuperValu,20190729
Birra Moretti Bottle (660 Millilitre),3.50,,,SuperValu,20190729
Budweiser Bottle 20 Pack (300 Millilitre),14.00,,,SuperValu,20190729
Budweiser Can 12 Pack (500 Millilitre),12.00,"WAS 18.00, NOW 12.00, SAVE 6.00",18.00,SuperValu,20190729
9 White Deer Brewery Stag Saor Kolsch Style (500 Millilitre),3.59,,,SuperValu,20190729
Blacks 1601 Lager (500 Millilitre),3.29,,,SuperValu,20190729
Blacks Kinsales Pale Ale (500 Millilitre),3.39,,,SuperValu,20190729
Blacks Marching Powder IPA (500 Millilitre),3.29,,,SuperValu,20190729
Brewdog Elvis Juice Ipa (330 Millilitre),3.30,,,SuperValu,20190729
Bulmers Can 12 Pack (500 Millilitre),12.00,"WAS 18.00, NOW 12.00, SAVE 6.00",18.00,SuperValu,20190729
Bulmers Light Can (500 Millilitre),2.20,,,SuperValu,20190729
Bulmers Original Cider (1 Litre),5.35,,,SuperValu,20190729
Bulmers Original Cider Can (500 Millilitre),2.20,,,SuperValu,20190729
Druids Celtic Cider Can 8 Pack (500 Millilitre),10.00,"WAS 13.00, NOW 10.00, SAVE 3.00",13.00,SuperValu,20190729
Absolut Blue Vodka (70 Centiliter),21.00,"WAS 27.85, NOW 21.00, SAVE 6.85",27.85,SuperValu,20190729
Absolut Citron (70 Centiliter),20.50,"WAS 26.30, NOW 20.50, SAVE 5.80",26.30,SuperValu,20190729
Absolut Grapefruit (70 Centiliter),20.50,"WAS 26.00, NOW 20.50, SAVE 5.50",26.00,SuperValu,20190729
Absolut Raspberri (70 Centiliter),20.50,"WAS 26.30, NOW 20.50, SAVE 5.80",26.30,SuperValu,20190729
Absolut Vanilla (70 Centiliter),20.50,"WAS 26.00, NOW 20.50, SAVE 5.50",26.00,SuperValu,20190729
Absolut Vodka (1 Litre),31.00,"WAS 40.30, NOW 31.00, SAVE 9.30",40.30,SuperValu,20190729
Ciroc Ultra Premium Vodka (70 Centilitre),40.00,"WAS 58.00, NOW 40.00, SAVE 18.00",58.00,SuperValu,20190729
Huzzar Vodka (70 Centiliter),20.00,"WAS 22.59, NOW 20.00, SAVE 2.59",22.59,SuperValu,20190729
Huzzar Vodka (1 Litre),25.00,"WAS 32.20, NOW 25.00, SAVE 7.20",32.20,SuperValu,20190729
Ketel One Botanical Peach And Orange Bloosom (70 Centiliter),25.00,"WAS 30.00, NOW 25.00, SAVE 5.00",30.00,SuperValu,20190729
Ketel One Vodka (70 Centiliter),30.00,"WAS 40.00, NOW 30.00, SAVE 10.00",40.00,SuperValu,20190729
"Smirnoff Infusions Orange, Grapefruit Bitters (50 Centiliter)",16.00,"WAS 19.00, NOW 16.00, SAVE 3.00",19.00,SuperValu,20190729
