Name,Price,Offer,PreviousPrice,Retailer,DateScraped
1000 Stories Zinfandel (75 Centilitre),15.00,"WAS 18.00, NOW 15.00, SAVE 3.00",18.00,SuperValu,20200329
Annelise PInot Grigio (75 Centilitre),9.00,"WAS 11.99, NOW 9.00, SAVE 2.99",11.99,SuperValu,20200329
Apothic Red (75 Centilitre),12.00,"WAS 15.00, NOW 12.00, SAVE 3.00",15.00,SuperValu,20200329
Aresti Bellavista Cabernet Sauvignon (75 Centilitre),10.00,"WAS 12.99, NOW 10.00, SAVE 2.99",12.99,SuperValu,20200329
Aresti Bellavista Chardonnay (75 Centilitre),10.00,"WAS 12.99, NOW 10.00, SAVE 2.99",12.99,SuperValu,20200329
Birra Moretti 4 Pack Bottle (330 Millilitre),7.00,"WAS 7.50, NOW 7.00, SAVE 0.50",7.50,SuperValu,20200329
Birra Moretti Bottle (660 Millilitre),3.00,,,SuperValu,20200329
Budweiser Can (500 Millilitre),2.49,,,SuperValu,20200329
Budweiser Lager Can 8 Pack (500 Millilitre),12.50,"WAS 14.00, NOW 12.50, SAVE 1.50",14.00,SuperValu,20200329
Budweiser Light Cans 8 Pack (500 Millilitre),12.50,"WAS 14.00, NOW 12.50, SAVE 1.50",14.00,SuperValu,20200329
9 White Deer Brewery Stag Saor Kolsch Style (500 Millilitre),3.59,,,SuperValu,20200329
Asahi Super Dry (620 Millilitre),3.85,,,SuperValu,20200329
Blue Moon 4Pack Can (330 Millilitre),8.00,"WAS 8.50, NOW 8.00, SAVE 0.50",8.50,SuperValu,20200329
Boyne Brewhouse Irish Craft Larger (500 Millilitre),3.29,,,SuperValu,20200329
Boyne Brewhouse Irish Craft Pale Ale (500 Millilitre),3.00,,,SuperValu,20200329
Druids Celtic Cider Can 8 Pack (500 Millilitre),11.00,"WAS 13.00, NOW 11.00, SAVE 2.00",13.00,SuperValu,20200329
Orchard Thieves Cans 8 Pack (500 Millilitre),12.50,"WAS 13.50, NOW 12.50, SAVE 1.00",13.50,SuperValu,20200329
Orchard Thieves Light 8 Pack Can (500 Millilitre),12.50,"WAS 13.50, NOW 12.50, SAVE 1.00",13.50,SuperValu,20200329
Rockshore Cider 8 Pack Can (500 Millilitre),12.50,"WAS 13.50, NOW 12.50, SAVE 1.00",13.50,SuperValu,20200329
Appleman's Can 4 Pack (500 Millilitre),7.00,,,SuperValu,20200329
Baileys The Original Irish Cream (70 Centilitre),15.00,"WAS 24.00, NOW 15.00, SAVE 9.00",24.00,SuperValu,20200329
Beefeater Blood Orange (70 Centilitre),21.00,"WAS 25.50, NOW 21.00, SAVE 4.50",25.50,SuperValu,20200329
Beefeater London Dry Gin (70 Centilitre),23.00,"WAS 27.99, NOW 23.00, SAVE 4.99",27.99,SuperValu,20200329
Captain Morgan Spiced Gold Rum (70 Centilitre),25.00,"WAS 30.00, NOW 25.00, SAVE 5.00",30.00,SuperValu,20200329
Captain Morgan White Rum (70 Centilitre),25.00,"WAS 27.99, NOW 25.00, SAVE 2.99",27.99,SuperValu,20200329
